number,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
317,Mini 14,A-2119-A,6,217553.8,556392.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1461,DDA337,7,194821.5,562623
318,Mini 14,A-2119-A,6,217809.8,556798,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1452,Mamba7c,7,194507.5,560544.4
319,Punch,Mamba7c,7,359634.5,679228.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,233,DICKENN,28,0,0
320,Down and Out,YowyyCpone,2,387132,569560.4,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,991,Fat_didi,11,384290.9,562952.8
321,SCAR-L,chinenoone,1,181059.2,512024.1,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1851,MyName_,3,185055.3,510854.7
322,Down and Out,Mamba7c,7,358746.3,679743.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,257,lovewjl,28,358757.6,679823.4
323,S1897,gongchenglaoerge,20,428861.4,635250.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,153,LMEN,26,429062,635771.8
324,M16A4,1985Lee,19,0,0,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,385,lolwanjia-2,17,167874.5,283770
325,Down and Out,YowyyCpone,2,171406.7,537952.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1507,Rastaman152rus,5,162455,549724.9
326,M416,YowyyCpone,2,164970,540006.1,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1587,A-2119-A,6,185856.2,542890.7
327,S12K,Fuc-n-Fick,10,364785.9,417538.5,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,471,Superman_Zn,18,365002.5,417429.4
328,SCAR-L,DRAKON4IK,5,180335.2,279615.9,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,438,xiaolei0711,19,169564.7,277851.7
329,Bluezone,,,,,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1767,lXlFan,2,162292.2,513805.1
330,AKM,NineHours,10,364339.2,417049.9,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,461,LH_A1ICE,18,364939.6,417482.8
331,M416,SZL_1,19,166625.4,282603.1,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,380,lolwanjia-1,17,166644.9,282270.1
332,Bluezone,Axin_1123,4,158506.8,528566.3,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1633,TANkISTSEREGA111,5,153188.2,538142.8
333,M416,dsfsd7j,20,431429.5,628674.8,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,176,isaac1465,24,435004.3,634573.6
334,Down and Out,YowyyCpone,2,386219.9,568581.3,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,991,Hipmanone,11,382559.8,558620.8
335,M416,Kingrens2,8,197959.6,568978.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1413,RyeguyTheDeacon,9,191177.3,575396.9
336,Down and Out,Illmy0111,1,371398.6,120845.3,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,533,BoomSk1k,14,378131.9,122423.5
337,Mini 14,NineHours,10,355267.8,409912.5,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,254,sjw0973,9,355893.3,410187.2
338,Down and Out,wry5173,7,442303.9,331003.2,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,361,OCBOO,22,446267.3,333217.5
339,M416,dsfsd7j,20,431364.1,628679.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,218,Geometry1,26,434996.8,636837.3
340,Down and Out,CSNQJ66666,27,394485.3,348299.8,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,362,axushushu,21,394704.6,348107.2
341,Down and Out,CSNQJ66666,27,391993.8,348772.1,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,362,szl2000,21,393876.7,347575.1
342,Bluezone,,,,,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1769,JK911323,3,186551.2,508124.9
343,M16A4,TANkISTSEREGA111,5,202380.2,289282.7,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,130,weigelailongni,27,203087.9,286482.2
344,Down and Out,lolwanjia-1,17,166663,282189.1,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,378,1985Lee,19,169893,281657.7
345,Tommy Gun,Phestra,10,356163.8,405460.2,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,215,bigbittysuka,9,356307.3,405241.3
346,M416,axushushu,21,394799,349022.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,300,zlf896813,27,395311.4,348828.3
347,Vector,Douyu2206576,11,444580.1,637022.9,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,402,dsfsd7j,20,444862.5,637073.4
348,Down and Out,DRAKON4IK,5,180304.9,279694.8,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,438,SZL_1,19,164629,282689
349,Down and Out,Mamba7c,7,359623.1,679456.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,234,ZSCCC,28,359635.3,679536.3
350,SCAR-L,TANkISTSEREGA111,5,152561.5,537606.2,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1575,IBELIVEICANFLY,4,151671,535835
351,S1897,LMEN,26,430544,635055,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,126,NaoWao666,,430490.4,635127.1
352,Bluezone,,,,,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1650,YowyyCpone,2,165597.2,539061.9
353,SCAR-L,Illmy0111,1,180217.4,512659.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1851,carry-china,3,185013.4,511932.9
354,Down and Out,Mamba7c,7,359267.8,678516.9,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,234,BBTGG,28,359189.2,678531.4
355,Micro UZI,S0urdeizel,12,493174.5,231377.8,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,211,eatfoods,15,493075.9,231039.2
356,Down and Out,Mamba7c,7,358038.8,678281.8,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,257,Rosebushs,28,357963.4,678255.9
357,Punch,Mamba7c,7,358315.4,680380.4,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,256,UUUbaby,28,0,0
358,Falling,,,,,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,632,chinesenanboone,15,559618.9,263769.8
359,Down and Out,Illmy0111,1,174635.6,510872.2,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1640,fairyGIGI,2,166706.2,538946.3
360,UMP9,PettyWut,12,521150.5,244316.4,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,492,killing_K2,15,520546.9,244015.2
361,S686,PettyWut,12,523197.9,238563.2,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,568,killing_K8,15,524833.2,238301.2
362,Down and Out,WEWILLFIGHT,24,436086.6,635964.1,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,218,JGAC,26,435493.9,635485.9
363,M416,YowyyCpone,2,378248.3,568577.5,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1168,wry5173,7,373687,572041.8
364,SCAR-L,chinenoone,1,376440.5,128957.5,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,643,xineryang77,14,376396.9,130562.3
365,Down and Out,Bedsheets,24,431941.1,625146,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,127,lienen,,430173.6,626490.4
366,Bluezone,YowyyCpone,2,164994.2,540431.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1618,zhangyang2000,4,150262.2,527447.7
367,Down and Out,chinenoone,1,166328.4,511703.3,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1672,Aa-999,4,156321.4,530584.1
368,Bluezone,,,,,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1760,Axin_1123,4,173455,526853.1
369,Bluezone,,,,,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1490,ChouNiZaDi233,9,327086.9,382422.1
370,M16A4,VeCtOrsssss,31,409244.3,287166.9,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,197,namoostick,44,409644.9,287159.9
371,P1911,China_Cool,43,357054.9,399925.5,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,177,GaryZhang8,46,357910.1,399028.2
372,AKM,Hicin,26,389574.6,289679.7,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,249,SE7EN0301,35,391384.2,286871.5
373,Bluezone,,,,,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1648,NekoVanilla886,6,366513,325295.3
374,AKM,LiKuangRan,15,387202,118964.9,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,133,LuAnAn,40,386767.8,118908
375,Kar98k,Xuyuan88,1,367444.5,284770,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1589,SuperPigBing,8,391152.2,284914.3
376,M416,snake2222,19,316247.9,398328.5,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,933,woyoudaJB-,20,318469.3,397932.3
377,AKM,Gilles-de-KING,9,361280,395966.5,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,198,China_Cool,43,355992.9,400738.8
378,Down and Out,snake2222,19,177681.4,291548.9,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,664,Zloy_Hybacuk,30,172134.8,301210.2
379,Down and Out,zuoqi4281,33,425016.1,326853,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,123,Roc72,49,424995.2,326771.8
380,Down and Out,China_Cool,43,357743.8,400154.3,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,177,Molikio,46,355534.6,397442.6
381,Punch,Eilasbander,45,413098.2,480923.5,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,147,hedianzkI,39,413202.1,480855.4
382,SCAR-L,jk365,12,350041.6,323362.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1446,qxiaoye521p,6,348837.6,323362.7
383,M416,xvwangming,26,410912.2,283203.7,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,636,JerichoAI,31,413205.6,283415.5
384,SCAR-L,DelevinC,3,380625.5,354195.4,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,916,JumpKing1,22,377609.1,353836.8
385,M416,keaibao-biubiu,14,567132.3,124390.3,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,730,LSY__14,27,565848.3,125248.7
386,M416,snake2222,19,175221.3,298249.6,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,664,STR_1,30,172282.1,302652.2
387,M416,keaibao-biubiu,14,571363.4,123447.3,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,709,SoLucky-,27,570748.3,123079.3
388,SCAR-L,Babo-ABC,2,401494.4,307756,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1646,Sell-Trucycle,7,400981.8,308460.4
389,S1897,zuoqi4281,33,422712.3,324695.5,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,123,SquareMxc,49,420940.4,325559.5
390,M416,Ursdad666,2,396369.4,302401.2,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1779,Joker1997av,4,396778.7,307651.5
391,AKM,VSUPciwei,1,396662.7,307742.9,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1864,Babo-ABC,2,396531.8,304991.7
392,Down and Out,jk365,12,266173.1,394708.3,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,801,XiaoBa4,24,260202.9,403538.8
393,Down and Out,Ursdad666,2,401101.9,308105.3,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1646,Arturira,7,402656.6,312101.4
394,Vector,Joker1997av,4,317818.6,424610.2,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1121,AJlewka,17,318807.1,427323.3
395,Bluezone,,,,,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1489,Gilles-de-KING,9,327552,382895.5
396,M416,JIUXIE-NB,18,423640.8,712687.2,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,404,laosijidongji,49,0,0
397,M16A4,qingqingyu121,10,371776.6,379649.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1413,Clearlove43968,13,372097.9,369849.8
398,M416,xvwangming,26,410828.8,282605.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,631,VeCtOrsssss,31,410945.9,285591.4
399,UMP9,L-55555,23,373563.2,412768.9,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,179,EririSpencer8,38,373937.1,412840.4
400,Micro UZI,Zhangfenglei,23,372557.9,414116.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,243,hvcgjvcgjckj,38,374657.4,411817.4
401,Down and Out,NekoVanilla886,6,347356.9,322544,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1448,lyp001,12,347304.3,324048.9
402,Down and Out,jijiluanfei,20,220812.9,394244.3,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,199,Tendernessfbjwu,42,218929.1,394874.3
403,Micro UZI,Leo-manRrui0701-,25,390255.6,348322.5,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,168,linluoxc,47,391233.2,348213.6
404,S686,jijiluanfei,20,219291.8,394878.4,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,199,Galaxyqwe,42,219367.2,394220.5
405,SCAR-L,jk365,12,265969.4,395234.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,801,C_cos,24,259676.4,404611.8
406,M416,NekoVanilla886,6,346211.8,324785.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1448,jk365,12,350172.6,323255.6
407,AKM,VSUPciwei,1,387145.7,313930.2,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1792,DelevinC,3,388729.8,313930
408,AKM,LiKuangRan,15,386888.6,115383.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,219,Snail-z,40,387569.1,116193.1
409,P1911,5hpptkill,43,354842.7,403287.4,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,102,CNIG-4785,13,355217.3,403000.3
410,M16A4,VeCtOrsssss,31,413902.2,286196.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,523,Hicin,26,415103.1,285655.4
411,P92,CPjj,39,414033,480648.3,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,187,Eilasbander,45,413960.1,480517.6
412,S686,DelevinC,3,515478.6,499725.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,289,QingChao1314,34,515358.8,498854.2
413,Vector,ChouNiZaDi233,9,347171.2,399543.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,821,Zhangfenglei,23,345095.6,406844.4
414,AKM,Xuyuan88,1,384718.9,315072.9,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1776,bjy520,3,385597.5,315398.9
415,Grenade,DelevinC,3,381382.3,354231.7,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,913,CoCooZ1,22,377555.7,353934.9
416,Down and Out,BeiJin40L,11,324966,398185.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,994,snake2222,19,318349,398114.1
417,Bluezone,,,,,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1489,qingqingyu121,10,370542.3,361269
418,Down and Out,,,,,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1532,ATAOYY,4,370514.5,361314.9
419,M416,ChouNiZaDi233,9,326836.6,387132.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1456,BeiJin40L,11,329273.1,392000.6
420,Grenade,Gilles-de-KING,9,327110.1,390644.2,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1336,love-521,11,322627.3,392758.9
421,AKM,YangLin233333,21,423913.9,326107.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,310,mcdodonald,33,420920.8,324385.6
422,AKM,Wanderer23333,21,422166.8,327937.6,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,268,zuoqi4281,33,421928.9,328134.9
423,Grenade,xvwangming,26,412525.5,271518.9,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,738,xvwangming,26,412525.5,271518.9
424,Micro UZI,Leo-manRrui0701-,25,390723.9,348794.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,161,dongdawushui,47,391029.4,348881.5
425,Grenade,CPjj,39,415035.6,481148.6,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,234,CPjj,39,415035.6,481148.6
426,Down and Out,Joker1997av,4,368504.3,366268.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1489,ZHU4694059,10,371633.6,362190.7
427,Vector,Joker1997av,4,316668.2,425243.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,718,Fangege01000,28,317145.2,426129.9
428,M16A4,ATAOYY,4,316340.9,425444.3,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1071,Dno_Gaming,17,317165.3,426002.5
429,S686,qingqingyu121,10,450557.9,628897.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,208,LYB517,37,450691.7,628900.1
430,S12K,Wanderer23333,21,418760.3,327511.5,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,770,TheScarletFlower,25,417498.9,326726.4
431,AKM,Gilles-de-KING,9,361247.8,395928.5,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,191,5hpptkill,43,356090.6,400734.8
432,SCAR-L,Xuyuan88,1,373345.6,307404.6,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1657,752903469,5,367335.9,315011.2
433,Down and Out,VSUPciwei,1,396289.3,308352.7,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1864,Ursdad666,2,394014.9,303887.9
434,Grenade,Xuyuan88,1,373480.8,275249,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1299,keaibao-biubiu,14,378345.1,273602.9
